series_id                     	year	period	       value	
LAUCS348174000000004          	2015	M06	        1333	
LAUCS348174000000005          	2010	M06	       18470	
LAUCS348174000000005          	2011	M06	       18190	
LAUCS348174000000005          	2012	M06	       18155	
LAUCS348174000000005          	2013	M06	       18234	
LAUCS348174000000005          	2014	M06	       17994	
LAUCS348174000000005          	2015	M06	       18337	
LAUCS348174000000006          	2010	M06	       20752	
LAUCS348174000000006          	2011	M06	       20385	
LAUCS348174000000006          	2012	M06	       20418	
LAUCS348174000000006          	2013	M06	       20303	
LAUCS348174000000006          	2014	M06	       19524	
LAUCS348174000000006          	2015	M06	       19670	
LAUCS348200000000003          	2010	M06	         9.0	
LAUCS348200000000003          	2011	M06	         8.7	
LAUCS348200000000003          	2012	M06	         8.9	
LAUCS348200000000003          	2013	M06	         8.1	
LAUCS348200000000003          	2014	M06	         6.1	
LAUCS348200000000003          	2015	M06	         5.2	
LAUCS348200000000004          	2010	M06	        4765	
LAUCS348200000000004          	2011	M06	        4599	
LAUCS348200000000004          	2012	M06	        4790	
LAUCS348200000000004          	2013	M06	        4319	
LAUCS348200000000004          	2014	M06	        3219	
LAUCS348200000000004          	2015	M06	        2798	
LAUCS348200000000005          	2010	M06	       48153	
LAUCS348200000000005          	2011	M06	       48127	
LAUCS348200000000005          	2012	M06	       48745	
LAUCS348200000000005          	2013	M06	       49050	
LAUCS348200000000005          	2014	M06	       49466	
LAUCS348200000000005          	2015	M06	       50749	
LAUCS348200000000006          	2010	M06	       52918	
LAUCS348200000000006          	2011	M06	       52726	
LAUCS348200000000006          	2012	M06	       53535	
LAUCS348200000000006          	2013	M06	       53369	
LAUCS348200000000006          	2014	M06	       52685	
LAUCS348200000000006          	2015	M06	       53547	
LAUCT340208000000003          	2010	M06	        15.6	
LAUCT340208000000003          	2011	M06	        16.4	
LAUCT340208000000003          	2012	M06	        14.8	
LAUCT340208000000003          	2013	M06	        15.6	
LAUCT340208000000003          	2014	M06	        12.6	
LAUCT340208000000003          	2015	M06	        13.3	
LAUCT340208000000004          	2010	M06	        2795	
LAUCT340208000000004          	2011	M06	        2928	
LAUCT340208000000004          	2012	M06	        2634	
LAUCT340208000000004          	2013	M06	        2738	
LAUCT340208000000004          	2014	M06	        2099	
LAUCT340208000000004          	2015	M06	        2148	
LAUCT340208000000005          	2010	M06	       15169	
LAUCT340208000000005          	2011	M06	       14923	
LAUCT340208000000005          	2012	M06	       15130	
LAUCT340208000000005          	2013	M06	       14827	
LAUCT340208000000005          	2014	M06	       14586	
LAUCT340208000000005          	2015	M06	       13976	
LAUCT340208000000006          	2010	M06	       17964	
LAUCT340208000000006          	2011	M06	       17851	
LAUCT340208000000006          	2012	M06	       17764	
LAUCT340208000000006          	2013	M06	       17565	
LAUCT340208000000006          	2014	M06	       16685	
LAUCT340208000000006          	2015	M06	       16124	
LAUCT340358000000003          	2010	M06	        10.8	
LAUCT340358000000003          	2011	M06	        10.7	
LAUCT340358000000003          	2012	M06	        11.0	
LAUCT340358000000003          	2013	M06	         9.4	
LAUCT340358000000003          	2014	M06	         7.1	
LAUCT340358000000003          	2015	M06	         6.5	
LAUCT340358000000004          	2010	M06	        3608	
LAUCT340358000000004          	2011	M06	        3591	
LAUCT340358000000004          	2012	M06	        3745	
LAUCT340358000000004          	2013	M06	        3151	
LAUCT340358000000004          	2014	M06	        2352	
LAUCT340358000000004          	2015	M06	        2168	
LAUCT340358000000005          	2010	M06	       29648	
LAUCT340358000000005          	2011	M06	       29983	
LAUCT340358000000005          	2012	M06	       30377	
LAUCT340358000000005          	2013	M06	       30531	
LAUCT340358000000005          	2014	M06	       30830	
LAUCT340358000000005          	2015	M06	       31184	
LAUCT340358000000006          	2010	M06	       33256	
LAUCT340358000000006          	2011	M06	       33574	
LAUCT340358000000006          	2012	M06	       34122	
LAUCT340358000000006          	2013	M06	       33682	
LAUCT340358000000006          	2014	M06	       33182	
LAUCT340358000000006          	2015	M06	       33352	
LAUCT340517000000003          	2010	M06	         7.4	
LAUCT340517000000003          	2011	M06	         7.5	
LAUCT340517000000003          	2012	M06	         7.6	
LAUCT340517000000003          	2013	M06	         7.2	
LAUCT340517000000003          	2014	M06	         4.9	
LAUCT340517000000003          	2015	M06	         4.5	
LAUCT340517000000004          	2010	M06	        1090	
LAUCT340517000000004          	2011	M06	        1114	
LAUCT340517000000004          	2012	M06	        1135	
LAUCT340517000000004          	2013	M06	        1073	
LAUCT340517000000004          	2014	M06	         721	
LAUCT340517000000004          	2015	M06	         665	
LAUCT340517000000005          	2010	M06	       13691	
LAUCT340517000000005          	2011	M06	       13744	
LAUCT340517000000005          	2012	M06	       13867	
LAUCT340517000000005          	2013	M06	       13877	
LAUCT340517000000005          	2014	M06	       13938	
LAUCT340517000000005          	2015	M06	       14130	
LAUCT340517000000006          	2010	M06	       14781	
LAUCT340517000000006          	2011	M06	       14858	
LAUCT340517000000006          	2012	M06	       15002	
LAUCT340517000000006          	2013	M06	       14950	
LAUCT340517000000006          	2014	M06	       14659	
LAUCT340517000000006          	2015	M06	       14795	
LAUCT340760000000003          	2010	M06	        14.3	
LAUCT340760000000003          	2011	M06	        14.3	
LAUCT340760000000003          	2012	M06	        13.2	
LAUCT340760000000003          	2013	M06	        12.6	
LAUCT340760000000003          	2014	M06	        10.5	
LAUCT340760000000003          	2015	M06	         9.2	
LAUCT340760000000004          	2010	M06	        1313	
LAUCT340760000000004          	2011	M06	        1285	
LAUCT340760000000004          	2012	M06	        1172	
LAUCT340760000000004          	2013	M06	        1096	
LAUCT340760000000004          	2014	M06	         888	
LAUCT340760000000004          	2015	M06	         776	
LAUCT340760000000005          	2010	M06	        7880	
LAUCT340760000000005          	2011	M06	        7708	
LAUCT340760000000005          	2012	M06	        7684	
LAUCT340760000000005          	2013	M06	        7588	
LAUCT340760000000005          	2014	M06	        7589	
LAUCT340760000000005          	2015	M06	        7623	
LAUCT340760000000006          	2010	M06	        9193	
LAUCT340760000000006          	2011	M06	        8993	
LAUCT340760000000006          	2012	M06	        8856	
LAUCT340760000000006          	2013	M06	        8684	
LAUCT340760000000006          	2014	M06	        8477	
LAUCT340760000000006          	2015	M06	        8399	
LAUCT341000000000003          	2010	M06	        18.0	
LAUCT341000000000003          	2011	M06	        19.6	
LAUCT341000000000003          	2012	M06	        18.3	
LAUCT341000000000003          	2013	M06	        16.0	
LAUCT341000000000003          	2014	M06	        12.7	
LAUCT341000000000003          	2015	M06	        11.7	
LAUCT341000000000004          	2010	M06	        5235	
LAUCT341000000000004          	2011	M06	        5766	
LAUCT341000000000004          	2012	M06	        5265	
LAUCT341000000000004          	2013	M06	        4498	
LAUCT341000000000004          	2014	M06	        3425	
LAUCT341000000000004          	2015	M06	        3135	
LAUCT341000000000005          	2010	M06	       23830	
LAUCT341000000000005          	2011	M06	       23663	
LAUCT341000000000005          	2012	M06	       23534	
LAUCT341000000000005          	2013	M06	       23574	
LAUCT341000000000005          	2014	M06	       23557	
LAUCT341000000000005          	2015	M06	       23553	
LAUCT341000000000006          	2010	M06	       29065	
LAUCT341000000000006          	2011	M06	       29429	
LAUCT341000000000006          	2012	M06	       28799	
LAUCT341000000000006          	2013	M06	       28072	
LAUCT341000000000006          	2014	M06	       26982	
LAUCT341000000000006          	2015	M06	       26688	
LAUCT341357000000003          	2012	M06	         7.9	
LAUCT341357000000003          	2013	M06	         7.1	
LAUCT341357000000003          	2014	M06	         5.2	
LAUCT341357000000003          	2015	M06	         4.5	
LAUCT341357000000004          	2012	M06	        1018	
LAUCT341357000000004          	2013	M06	         938	
LAUCT341357000000004          	2014	M06	         676	
LAUCT341357000000004          	2015	M06	         576	
LAUCT341357000000005          	2012	M06	       11926	
LAUCT341357000000005          	2013	M06	       12249	
LAUCT341357000000005          	2014	M06	       12349	
LAUCT341357000000005          	2015	M06	       12106	
LAUCT341357000000006          	2012	M06	       12944	
LAUCT341357000000006          	2013	M06	       13187	
LAUCT341357000000006          	2014	M06	       13025	
LAUCT341357000000006          	2015	M06	       12682	
LAUCT341369000000003          	2010	M06	         9.6	
LAUCT341369000000003          	2011	M06	         9.6	
LAUCT341369000000003          	2012	M06	        10.0	
LAUCT341369000000003          	2013	M06	         9.2	
LAUCT341369000000003          	2014	M06	         6.9	
LAUCT341369000000003          	2015	M06	         6.5	
LAUCT341369000000004          	2010	M06	        4384	
LAUCT341369000000004          	2011	M06	        4411	
LAUCT341369000000004          	2012	M06	        4647	
LAUCT341369000000004          	2013	M06	        4240	
LAUCT341369000000004          	2014	M06	        3126	
LAUCT341369000000004          	2015	M06	        2975	
LAUCT341369000000005          	2010	M06	       41457	
LAUCT341369000000005          	2011	M06	       41652	
LAUCT341369000000005          	2012	M06	       41959	
LAUCT341369000000005          	2013	M06	       42000	
LAUCT341369000000005          	2014	M06	       42063	
LAUCT341369000000005          	2015	M06	       42525	
LAUCT341369000000006          	2010	M06	       45841	
LAUCT341369000000006          	2011	M06	       46063	
LAUCT341369000000006          	2012	M06	       46606	
LAUCT341369000000006          	2013	M06	       46240	
LAUCT341369000000006          	2014	M06	       45189	
LAUCT341369000000006          	2015	M06	       45500	
LAUCT341939000000003          	2010	M06	        13.1	
LAUCT341939000000003          	2011	M06	        13.7	
LAUCT341939000000003          	2012	M06	        13.2	
LAUCT341939000000003          	2013	M06	        12.9	
LAUCT341939000000003          	2014	M06	        10.3	
LAUCT341939000000003          	2015	M06	         9.7	
LAUCT341939000000004          	2010	M06	        4098	
LAUCT341939000000004          	2011	M06	        4291	
LAUCT341939000000004          	2012	M06	        4138	
LAUCT341939000000004          	2013	M06	        4062	
LAUCT341939000000004          	2014	M06	        3145	
LAUCT341939000000004          	2015	M06	        2931	
LAUCT341939000000005          	2010	M06	       27147	
LAUCT341939000000005          	2011	M06	       27069	
LAUCT341939000000005          	2012	M06	       27265	
LAUCT341939000000005          	2013	M06	       27384	
LAUCT341939000000005          	2014	M06	       27433	
LAUCT341939000000005          	2015	M06	       27396	
LAUCT341939000000006          	2010	M06	       31245	
LAUCT341939000000006          	2011	M06	       31360	
LAUCT341939000000006          	2012	M06	       31403	
LAUCT341939000000006          	2013	M06	       31446	
LAUCT341939000000006          	2014	M06	       30578	
LAUCT341939000000006          	2015	M06	       30327	
LAUCT342100000000003          	2010	M06	        11.3	
LAUCT342100000000003          	2011	M06	        11.9	
LAUCT342100000000003          	2012	M06	        11.6	
LAUCT342100000000003          	2013	M06	        10.7	
LAUCT342100000000003          	2014	M06	         8.3	
LAUCT342100000000003          	2015	M06	         7.7	
LAUCT342100000000004          	2010	M06	        7279	
LAUCT342100000000004          	2011	M06	        7703	
LAUCT342100000000004          	2012	M06	        7642	
LAUCT342100000000004          	2013	M06	        7004	
LAUCT342100000000004          	2014	M06	        5273	
LAUCT342100000000004          	2015	M06	        4891	
LAUCT342100000000005          	2010	M06	       57254	
LAUCT342100000000005          	2011	M06	       57259	
LAUCT342100000000005          	2012	M06	       58001	
LAUCT342100000000005          	2013	M06	       58403	
LAUCT342100000000005          	2014	M06	       58477	
LAUCT342100000000005          	2015	M06	       58666	
LAUCT342100000000006          	2010	M06	       64533	
LAUCT342100000000006          	2011	M06	       64962	
LAUCT342100000000006          	2012	M06	       65643	
LAUCT342100000000006          	2013	M06	       65407	
LAUCT342100000000006          	2014	M06	       63750	
LAUCT342100000000006          	2015	M06	       63557	
LAUCT342148000000003          	2010	M06	         8.2	
LAUCT342148000000003          	2011	M06	         8.7	
LAUCT342148000000003          	2012	M06	         8.7	
LAUCT342148000000003          	2013	M06	         7.5	
LAUCT342148000000003          	2014	M06	         5.9	
LAUCT342148000000003          	2015	M06	         5.3	
LAUCT342148000000004          	2010	M06	        1213	
LAUCT342148000000004          	2011	M06	        1293	
LAUCT342148000000004          	2012	M06	        1303	
LAUCT342148000000004          	2013	M06	        1114	
LAUCT342148000000004          	2014	M06	         867	
LAUCT342148000000004          	2015	M06	         797	
LAUCT342148000000005          	2010	M06	       13568	
LAUCT342148000000005          	2011	M06	       13622	
LAUCT342148000000005          	2012	M06	       13733	
LAUCT342148000000005          	2013	M06	       13741	
LAUCT342148000000005          	2014	M06	       13762	
LAUCT342148000000005          	2015	M06	       14278	
LAUCT342148000000006          	2010	M06	       14781	
LAUCT342148000000006          	2011	M06	       14915	
LAUCT342148000000006          	2012	M06	       15036	
LAUCT342148000000006          	2013	M06	       14855	
LAUCT342148000000006          	2014	M06	       14629	
LAUCT342148000000006          	2015	M06	       15075	
LAUCT342247000000003          	2010	M06	         7.5	
LAUCT342247000000003          	2011	M06	         7.3	
LAUCT342247000000003          	2012	M06	         7.8	
LAUCT342247000000003          	2013	M06	         7.2	
LAUCT342247000000003          	2014	M06	         5.2	
LAUCT342247000000003          	2015	M06	         5.2	
LAUCT342247000000004          	2010	M06	        1370	
LAUCT342247000000004          	2011	M06	        1332	
LAUCT342247000000004          	2012	M06	        1443	
LAUCT342247000000004          	2013	M06	        1333	
LAUCT342247000000004          	2014	M06	         947	
LAUCT342247000000004          	2015	M06	         956	
LAUCT342247000000005          	2010	M06	       16839	
LAUCT342247000000005          	2011	M06	       16927	
LAUCT342247000000005          	2012	M06	       17079	
LAUCT342247000000005          	2013	M06	       17091	
LAUCT342247000000005          	2014	M06	       17317	
LAUCT342247000000005          	2015	M06	       17444	
LAUCT342247000000006          	2010	M06	       18209	
LAUCT342247000000006          	2011	M06	       18259	
LAUCT342247000000006          	2012	M06	       18522	
LAUCT342247000000006          	2013	M06	       18424	
LAUCT342247000000006          	2014	M06	       18264	
LAUCT342247000000006          	2015	M06	       18400	
LAUCT342442000000003          	2010	M06	         6.4	
LAUCT342442000000003          	2011	M06	         6.4	
LAUCT342442000000003          	2012	M06	         6.7	
LAUCT342442000000003          	2013	M06	         6.3	
LAUCT342442000000003          	2014	M06	         4.5	
LAUCT342442000000003          	2015	M06	         4.1	
LAUCT342442000000004          	2010	M06	        1190	
LAUCT342442000000004          	2011	M06	        1205	
LAUCT342442000000004          	2012	M06	        1275	
LAUCT342442000000004          	2013	M06	        1191	
LAUCT342442000000004          	2014	M06	         851	
LAUCT342442000000004          	2015	M06	         769	
LAUCT342442000000005          	2010	M06	       17508	
LAUCT342442000000005          	2011	M06	       17594	
LAUCT342442000000005          	2012	M06	       17770	
LAUCT342442000000005          	2013	M06	       17809	
LAUCT342442000000005          	2014	M06	       18246	
LAUCT342442000000005          	2015	M06	       18178	
LAUCT342442000000006          	2010	M06	       18698	
LAUCT342442000000006          	2011	M06	       18799	
LAUCT342442000000006          	2012	M06	       19045	
LAUCT342442000000006          	2013	M06	       19000	
LAUCT342442000000006          	2014	M06	       19097	
LAUCT342442000000006          	2015	M06	       18947	
LAUCT342577000000003          	2010	M06	        12.3	
LAUCT342577000000003          	2011	M06	        12.2	
LAUCT342577000000003          	2012	M06	        12.8	
LAUCT342577000000003          	2013	M06	        10.5	
LAUCT342577000000003          	2014	M06	         8.5	
LAUCT342577000000003          	2015	M06	         7.4	
LAUCT342577000000004          	2010	M06	        1993	
LAUCT342577000000004          	2011	M06	        1983	
LAUCT342577000000004          	2012	M06	        2115	
LAUCT342577000000004          	2013	M06	        1698	
LAUCT342577000000004          	2014	M06	        1352	
LAUCT342577000000004          	2015	M06	        1181	
LAUCT342577000000005          	2010	M06	       14184	
LAUCT342577000000005          	2011	M06	       14254	
LAUCT342577000000005          	2012	M06	       14419	
LAUCT342577000000005          	2013	M06	       14490	
LAUCT342577000000005          	2014	M06	       14573	
LAUCT342577000000005          	2015	M06	       14805	
LAUCT342577000000006          	2010	M06	       16177	
LAUCT342577000000006          	2011	M06	       16237	
LAUCT342577000000006          	2012	M06	       16534	
LAUCT342577000000006          	2013	M06	       16188	
LAUCT342577000000006          	2014	M06	       15925	
LAUCT342577000000006          	2015	M06	       15986	
LAUCT342868000000003          	2010	M06	         9.5	
LAUCT342868000000003          	2011	M06	         9.2	
LAUCT342868000000003          	2012	M06	         8.8	
LAUCT342868000000003          	2013	M06	         8.0	
LAUCT342868000000003          	2014	M06	         6.2	
LAUCT342868000000003          	2015	M06	         5.8	
LAUCT342868000000004          	2010	M06	        2307	
LAUCT342868000000004          	2011	M06	        2238	
LAUCT342868000000004          	2012	M06	        2166	
LAUCT342868000000004          	2013	M06	        1962	
LAUCT342868000000004          	2014	M06	        1505	
LAUCT342868000000004          	2015	M06	        1411	
LAUCT342868000000005          	2010	M06	       21959	
LAUCT342868000000005          	2011	M06	       22044	
LAUCT342868000000005          	2012	M06	       22479	
LAUCT342868000000005          	2013	M06	       22489	
LAUCT342868000000005          	2014	M06	       22618	
LAUCT342868000000005          	2015	M06	       22911	
LAUCT342868000000006          	2010	M06	       24266	
LAUCT342868000000006          	2011	M06	       24282	
LAUCT342868000000006          	2012	M06	       24645	
LAUCT342868000000006          	2013	M06	       24451	
LAUCT342868000000006          	2014	M06	       24123	
LAUCT342868000000006          	2015	M06	       24322	
LAUCT343225000000003          	2010	M06	         5.3	
LAUCT343225000000003          	2011	M06	         5.2	
LAUCT343225000000003          	2012	M06	         5.3	
LAUCT343225000000003          	2013	M06	         4.6	
LAUCT343225000000003          	2014	M06	         3.4	
LAUCT343225000000003          	2015	M06	         3.2	
LAUCT343225000000004          	2010	M06	        1843	
LAUCT343225000000004          	2011	M06	        1847	
LAUCT343225000000004          	2012	M06	        1916	
LAUCT343225000000004          	2013	M06	        1676	
LAUCT343225000000004          	2014	M06	        1209	
LAUCT343225000000004          	2015	M06	        1167	
LAUCT343225000000005          	2010	M06	       32769	
LAUCT343225000000005          	2011	M06	       33391	
LAUCT343225000000005          	2012	M06	       34154	
LAUCT343225000000005          	2013	M06	       34385	
LAUCT343225000000005          	2014	M06	       34704	
LAUCT343225000000005          	2015	M06	       35136	
LAUCT343225000000006          	2010	M06	       34612	
LAUCT343225000000006          	2011	M06	       35238	
LAUCT343225000000006          	2012	M06	       36070	
LAUCT343225000000006          	2013	M06	       36061	
LAUCT343225000000006          	2014	M06	       35913	
LAUCT343225000000006          	2015	M06	       36303	
LAUCT343600000000003          	2010	M06	         9.9	
LAUCT343600000000003          	2011	M06	         9.8	
LAUCT343600000000003          	2012	M06	         9.4	
LAUCT343600000000003          	2013	M06	         8.9	
LAUCT343600000000003          	2014	M06	         6.6	
LAUCT343600000000003          	2015	M06	         6.0	
LAUCT343600000000004          	2010	M06	       13651	
LAUCT343600000000004          	2011	M06	       13641	
LAUCT343600000000004          	2012	M06	       13304	
LAUCT343600000000004          	2013	M06	       12470	
LAUCT343600000000004          	2014	M06	        9168	
LAUCT343600000000004          	2015	M06	        8367	
LAUCT343600000000005          	2010	M06	      124015	
LAUCT343600000000005          	2011	M06	      125562	
LAUCT343600000000005          	2012	M06	      127827	
LAUCT343600000000005          	2013	M06	      128357	
LAUCT343600000000005          	2014	M06	      130139	
LAUCT343600000000005          	2015	M06	      132037	
LAUCT343600000000006          	2010	M06	      137666	
LAUCT343600000000006          	2011	M06	      139203	
LAUCT343600000000006          	2012	M06	      141131	
LAUCT343600000000006          	2013	M06	      140827	
LAUCT343600000000006          	2014	M06	      139307	
LAUCT343600000000006          	2015	M06	      140404	
LAUCT343651000000003          	2010	M06	        11.0	
LAUCT343651000000003          	2011	M06	        10.9	
LAUCT343651000000003          	2012	M06	        10.6	
LAUCT343651000000003          	2013	M06	         9.5	
LAUCT343651000000003          	2014	M06	         6.9	
LAUCT343651000000003          	2015	M06	         6.6	
LAUCT343651000000004          	2010	M06	        2317	
LAUCT343651000000004          	2011	M06	        2324	
LAUCT343651000000004          	2012	M06	        2266	
LAUCT343651000000004          	2013	M06	        2014	
LAUCT343651000000004          	2014	M06	        1423	
LAUCT343651000000004          	2015	M06	        1380	
LAUCT343651000000005          	2010	M06	       18755	
LAUCT343651000000005          	2011	M06	       18952	
LAUCT343651000000005          	2012	M06	       19192	
LAUCT343651000000005          	2013	M06	       19172	
LAUCT343651000000005          	2014	M06	       19161	
LAUCT343651000000005          	2015	M06	       19421	
LAUCT343651000000006          	2010	M06	       21072	
LAUCT343651000000006          	2011	M06	       21276	
LAUCT343651000000006          	2012	M06	       21458	
LAUCT343651000000006          	2013	M06	       21186	
LAUCT343651000000006          	2014	M06	       20584	
LAUCT343651000000006          	2015	M06	       20801	
LAUCT344035000000003          	2010	M06	        10.9	
LAUCT344035000000003          	2011	M06	        11.2	
LAUCT344035000000003          	2012	M06	        10.8	
LAUCT344035000000003          	2013	M06	         9.6	
LAUCT344035000000003          	2014	M06	         7.3	
LAUCT344035000000003          	2015	M06	         6.9	
LAUCT344035000000004          	2010	M06	        2423	
LAUCT344035000000004          	2011	M06	        2497	
LAUCT344035000000004          	2012	M06	        2425	
LAUCT344035000000004          	2013	M06	        2145	
LAUCT344035000000004          	2014	M06	        1584	
LAUCT344035000000004          	2015	M06	        1518	
LAUCT344035000000005          	2010	M06	       19809	
LAUCT344035000000005          	2011	M06	       19720	
LAUCT344035000000005          	2012	M06	       19987	
LAUCT344035000000005          	2013	M06	       20196	
LAUCT344035000000005          	2014	M06	       20212	
LAUCT344035000000005          	2015	M06	       20410	
LAUCT344035000000006          	2010	M06	       22232	
LAUCT344035000000006          	2011	M06	       22217	
LAUCT344035000000006          	2012	M06	       22412	
LAUCT344035000000006          	2013	M06	       22341	
LAUCT344035000000006          	2014	M06	       21796	
LAUCT344035000000006          	2015	M06	       21928	
LAUCT344131000000003          	2010	M06	         8.7	
LAUCT344131000000003          	2011	M06	         8.9	
LAUCT344131000000003          	2012	M06	         9.7	
LAUCT344131000000003          	2013	M06	         8.1	
LAUCT344131000000003          	2014	M06	         6.5	
LAUCT344131000000003          	2015	M06	         5.4	
LAUCT344131000000004          	2010	M06	        1428	
LAUCT344131000000004          	2011	M06	        1458	
LAUCT344131000000004          	2012	M06	        1594	
LAUCT344131000000004          	2013	M06	        1304	
LAUCT344131000000004          	2014	M06	        1054	
LAUCT344131000000004          	2015	M06	         881	
LAUCT344131000000005          	2010	M06	       14936	
LAUCT344131000000005          	2011	M06	       14835	
LAUCT344131000000005          	2012	M06	       14916	
LAUCT344131000000005          	2013	M06	       14892	
LAUCT344131000000005          	2014	M06	       15083	
LAUCT344131000000005          	2015	M06	       15455	
LAUCT344131000000006          	2010	M06	       16364	
LAUCT344131000000006          	2011	M06	       16293	
LAUCT344131000000006          	2012	M06	       16510	
LAUCT344131000000006          	2013	M06	       16196	
LAUCT344131000000006          	2014	M06	       16137	
LAUCT344131000000006          	2015	M06	       16336	
LAUCT344668000000003          	2010	M06	        13.1	
LAUCT344668000000003          	2011	M06	        13.3	
LAUCT344668000000003          	2012	M06	        13.4	
LAUCT344668000000003          	2013	M06	        12.3	
LAUCT344668000000003          	2014	M06	         8.9	
LAUCT344668000000003          	2015	M06	         9.5	
LAUCT344668000000004          	2010	M06	        1920	
LAUCT344668000000004          	2011	M06	        1923	
LAUCT344668000000004          	2012	M06	        1945	
LAUCT344668000000004          	2013	M06	        1728	
LAUCT344668000000004          	2014	M06	        1201	
LAUCT344668000000004          	2015	M06	        1293	
LAUCT344668000000005          	2010	M06	       12745	
LAUCT344668000000005          	2011	M06	       12575	
LAUCT344668000000005          	2012	M06	       12519	
LAUCT344668000000005          	2013	M06	       12375	
LAUCT344668000000005          	2014	M06	       12237	
LAUCT344668000000005          	2015	M06	       12330	
LAUCT344668000000006          	2010	M06	       14665	
LAUCT344668000000006          	2011	M06	       14498	
LAUCT344668000000006          	2012	M06	       14464	
LAUCT344668000000006          	2013	M06	       14103	
LAUCT344668000000006          	2014	M06	       13438	
LAUCT344668000000006          	2015	M06	       13623	
LAUCT345100000000003          	2010	M06	        13.6	
LAUCT345100000000003          	2011	M06	        14.2	
LAUCT345100000000003          	2012	M06	        14.0	
LAUCT345100000000003          	2013	M06	        12.8	
LAUCT345100000000003          	2014	M06	        10.0	
LAUCT345100000000003          	2015	M06	         9.5	
LAUCT345100000000004          	2010	M06	       16739	
LAUCT345100000000004          	2011	M06	       17455	
LAUCT345100000000004          	2012	M06	       17295	
LAUCT345100000000004          	2013	M06	       15675	
LAUCT345100000000004          	2014	M06	       11805	
LAUCT345100000000004          	2015	M06	       11249	
LAUCT345100000000005          	2010	M06	      106044	
LAUCT345100000000005          	2011	M06	      105380	
LAUCT345100000000005          	2012	M06	      106236	
LAUCT345100000000005          	2013	M06	      106600	
LAUCT345100000000005          	2014	M06	      106736	
LAUCT345100000000005          	2015	M06	      107320	
LAUCT345100000000006          	2010	M06	      122783	
LAUCT345100000000006          	2011	M06	      122835	
LAUCT345100000000006          	2012	M06	      123531	
LAUCT345100000000006          	2013	M06	      122275	
LAUCT345100000000006          	2014	M06	      118541	
LAUCT345100000000006          	2015	M06	      118569	
LAUCT345121000000003          	2010	M06	         9.2	
LAUCT345121000000003          	2011	M06	        10.0	
LAUCT345121000000003          	2012	M06	         9.8	
LAUCT345121000000003          	2013	M06	         9.5	
LAUCT345121000000003          	2014	M06	         7.1	
LAUCT345121000000003          	2015	M06	         6.1	
LAUCT345121000000004          	2010	M06	        2432	
LAUCT345121000000004          	2011	M06	        2690	
LAUCT345121000000004          	2012	M06	        2669	
LAUCT345121000000004          	2013	M06	        2589	
LAUCT345121000000004          	2014	M06	        1937	
LAUCT345121000000004          	2015	M06	        1667	
LAUCT345121000000005          	2010	M06	       23986	
LAUCT345121000000005          	2011	M06	       24216	
LAUCT345121000000005          	2012	M06	       24524	
LAUCT345121000000005          	2013	M06	       24682	
LAUCT345121000000005          	2014	M06	       25385	
LAUCT345121000000005          	2015	M06	       25697	
LAUCT345121000000006          	2010	M06	       26418	
LAUCT345121000000006          	2011	M06	       26906	
LAUCT345121000000006          	2012	M06	       27193	
LAUCT345121000000006          	2013	M06	       27271	
LAUCT345121000000006          	2014	M06	       27322	
LAUCT345121000000006          	2015	M06	       27364	
LAUCT345595000000003          	2010	M06	         8.0	
LAUCT345595000000003          	2011	M06	         7.8	
LAUCT345595000000003          	2012	M06	         8.5	
LAUCT345595000000003          	2013	M06	         7.4	
LAUCT345595000000003          	2014	M06	         5.7	
LAUCT345595000000003          	2015	M06	         5.0	
LAUCT345595000000004          	2010	M06	        1043	
LAUCT345595000000004          	2011	M06	        1013	
LAUCT345595000000004          	2012	M06	        1115	
LAUCT345595000000004          	2013	M06	         969	
LAUCT345595000000004          	2014	M06	         732	
LAUCT345595000000004          	2015	M06	         645	
LAUCT345595000000005          	2010	M06	       11926	
LAUCT345595000000005          	2011	M06	       11962	
LAUCT345595000000005          	2012	M06	       12063	
LAUCT345595000000005          	2013	M06	       12061	
LAUCT345595000000005          	2014	M06	       12091	
LAUCT345595000000005          	2015	M06	       12226	
LAUCT345595000000006          	2010	M06	       12969	
LAUCT345595000000006          	2011	M06	       12975	
LAUCT345595000000006          	2012	M06	       13178	
LAUCT345595000000006          	2013	M06	       13030	
LAUCT345595000000006          	2014	M06	       12823	
LAUCT345595000000006          	2015	M06	       12871	
LAUCT345655000000003          	2010	M06	        11.9	
LAUCT345655000000003          	2011	M06	        12.1	
LAUCT345655000000003          	2012	M06	        12.3	
LAUCT345655000000003          	2013	M06	        11.4	
LAUCT345655000000003          	2014	M06	         8.8	
LAUCT345655000000003          	2015	M06	         8.2	
LAUCT345655000000004          	2010	M06	        3642	
LAUCT345655000000004          	2011	M06	        3704	
LAUCT345655000000004          	2012	M06	        3817	
LAUCT345655000000004          	2013	M06	        3485	
LAUCT345655000000004          	2014	M06	        2639	
LAUCT345655000000004          	2015	M06	        2442	
LAUCT345655000000005          	2010	M06	       26849	
LAUCT345655000000005          	2011	M06	       26937	
LAUCT345655000000005          	2012	M06	       27141	
LAUCT345655000000005          	2013	M06	       27201	
LAUCT345655000000005          	2014	M06	       27317	
LAUCT345655000000005          	2015	M06	       27324	
LAUCT345655000000006          	2010	M06	       30491	
LAUCT345655000000006          	2011	M06	       30641	
LAUCT345655000000006          	2012	M06	       30958	
