series_id                     	year	period	       value	
LAUCN281310000000006          	2013	M06	        6566	
LAUCN281310000000006          	2014	M06	        6431	
LAUCN281310000000006          	2015	M06	        6482	
LAUCN281330000000003          	2010	M06	        16.2	
LAUCN281330000000003          	2011	M06	        16.6	
LAUCN281330000000003          	2012	M06	        15.4	
LAUCN281330000000003          	2013	M06	        15.3	
LAUCN281330000000003          	2014	M06	        13.4	
LAUCN281330000000003          	2015	M06	        11.4	
LAUCN281330000000004          	2010	M06	        1541	
LAUCN281330000000004          	2011	M06	        1605	
LAUCN281330000000004          	2012	M06	        1436	
LAUCN281330000000004          	2013	M06	        1355	
LAUCN281330000000004          	2014	M06	        1149	
LAUCN281330000000004          	2015	M06	         967	
LAUCN281330000000005          	2010	M06	        7966	
LAUCN281330000000005          	2011	M06	        8091	
LAUCN281330000000005          	2012	M06	        7903	
LAUCN281330000000005          	2013	M06	        7514	
LAUCN281330000000005          	2014	M06	        7414	
LAUCN281330000000005          	2015	M06	        7526	
LAUCN281330000000006          	2010	M06	        9507	
LAUCN281330000000006          	2011	M06	        9696	
LAUCN281330000000006          	2012	M06	        9339	
LAUCN281330000000006          	2013	M06	        8869	
LAUCN281330000000006          	2014	M06	        8563	
LAUCN281330000000006          	2015	M06	        8493	
LAUCN281350000000003          	2010	M06	        12.5	
LAUCN281350000000003          	2011	M06	        13.2	
LAUCN281350000000003          	2012	M06	        11.9	
LAUCN281350000000003          	2013	M06	        12.1	
LAUCN281350000000003          	2014	M06	         9.8	
LAUCN281350000000003          	2015	M06	         7.9	
LAUCN281350000000004          	2010	M06	         722	
LAUCN281350000000004          	2011	M06	         804	
LAUCN281350000000004          	2012	M06	         684	
LAUCN281350000000004          	2013	M06	         700	
LAUCN281350000000004          	2014	M06	         568	
LAUCN281350000000004          	2015	M06	         458	
LAUCN281350000000005          	2010	M06	        5031	
LAUCN281350000000005          	2011	M06	        5281	
LAUCN281350000000005          	2012	M06	        5042	
LAUCN281350000000005          	2013	M06	        5090	
LAUCN281350000000005          	2014	M06	        5200	
LAUCN281350000000005          	2015	M06	        5365	
LAUCN281350000000006          	2010	M06	        5753	
LAUCN281350000000006          	2011	M06	        6085	
LAUCN281350000000006          	2012	M06	        5726	
LAUCN281350000000006          	2013	M06	        5790	
LAUCN281350000000006          	2014	M06	        5768	
LAUCN281350000000006          	2015	M06	        5823	
LAUCN281370000000003          	2010	M06	        11.3	
LAUCN281370000000003          	2011	M06	        11.6	
LAUCN281370000000003          	2012	M06	        10.3	
LAUCN281370000000003          	2013	M06	        10.1	
LAUCN281370000000003          	2014	M06	         9.8	
LAUCN281370000000003          	2015	M06	         8.1	
LAUCN281370000000004          	2010	M06	        1440	
LAUCN281370000000004          	2011	M06	        1501	
LAUCN281370000000004          	2012	M06	        1303	
LAUCN281370000000004          	2013	M06	        1231	
LAUCN281370000000004          	2014	M06	        1166	
LAUCN281370000000004          	2015	M06	         980	
LAUCN281370000000005          	2010	M06	       11251	
LAUCN281370000000005          	2011	M06	       11458	
LAUCN281370000000005          	2012	M06	       11298	
LAUCN281370000000005          	2013	M06	       10921	
LAUCN281370000000005          	2014	M06	       10791	
LAUCN281370000000005          	2015	M06	       11134	
LAUCN281370000000006          	2010	M06	       12691	
LAUCN281370000000006          	2011	M06	       12959	
LAUCN281370000000006          	2012	M06	       12601	
LAUCN281370000000006          	2013	M06	       12152	
LAUCN281370000000006          	2014	M06	       11957	
LAUCN281370000000006          	2015	M06	       12114	
LAUCN281390000000003          	2010	M06	        13.0	
LAUCN281390000000003          	2011	M06	        12.4	
LAUCN281390000000003          	2012	M06	        10.5	
LAUCN281390000000003          	2013	M06	        10.7	
LAUCN281390000000003          	2014	M06	         8.9	
LAUCN281390000000003          	2015	M06	         7.0	
LAUCN281390000000004          	2010	M06	        1188	
LAUCN281390000000004          	2011	M06	        1184	
LAUCN281390000000004          	2012	M06	         966	
LAUCN281390000000004          	2013	M06	         959	
LAUCN281390000000004          	2014	M06	         804	
LAUCN281390000000004          	2015	M06	         671	
LAUCN281390000000005          	2010	M06	        7939	
LAUCN281390000000005          	2011	M06	        8378	
LAUCN281390000000005          	2012	M06	        8274	
LAUCN281390000000005          	2013	M06	        7976	
LAUCN281390000000005          	2014	M06	        8234	
LAUCN281390000000005          	2015	M06	        8926	
LAUCN281390000000006          	2010	M06	        9127	
LAUCN281390000000006          	2011	M06	        9562	
LAUCN281390000000006          	2012	M06	        9240	
LAUCN281390000000006          	2013	M06	        8935	
LAUCN281390000000006          	2014	M06	        9038	
LAUCN281390000000006          	2015	M06	        9597	
LAUCN281410000000003          	2010	M06	        12.2	
LAUCN281410000000003          	2011	M06	        12.5	
LAUCN281410000000003          	2012	M06	        10.9	
LAUCN281410000000003          	2013	M06	        10.2	
LAUCN281410000000003          	2014	M06	         8.3	
LAUCN281410000000003          	2015	M06	         7.2	
LAUCN281410000000004          	2010	M06	         959	
LAUCN281410000000004          	2011	M06	        1018	
LAUCN281410000000004          	2012	M06	         883	
LAUCN281410000000004          	2013	M06	         799	
LAUCN281410000000004          	2014	M06	         640	
LAUCN281410000000004          	2015	M06	         596	
LAUCN281410000000005          	2010	M06	        6896	
LAUCN281410000000005          	2011	M06	        7155	
LAUCN281410000000005          	2012	M06	        7198	
LAUCN281410000000005          	2013	M06	        7061	
LAUCN281410000000005          	2014	M06	        7097	
LAUCN281410000000005          	2015	M06	        7697	
LAUCN281410000000006          	2010	M06	        7855	
LAUCN281410000000006          	2011	M06	        8173	
LAUCN281410000000006          	2012	M06	        8081	
LAUCN281410000000006          	2013	M06	        7860	
LAUCN281410000000006          	2014	M06	        7737	
LAUCN281410000000006          	2015	M06	        8293	
LAUCN281430000000003          	2010	M06	        13.6	
LAUCN281430000000003          	2011	M06	        15.6	
LAUCN281430000000003          	2012	M06	        13.3	
LAUCN281430000000003          	2013	M06	        13.4	
LAUCN281430000000003          	2014	M06	        13.4	
LAUCN281430000000003          	2015	M06	        10.0	
LAUCN281430000000004          	2010	M06	         669	
LAUCN281430000000004          	2011	M06	         801	
LAUCN281430000000004          	2012	M06	         652	
LAUCN281430000000004          	2013	M06	         645	
LAUCN281430000000004          	2014	M06	         647	
LAUCN281430000000004          	2015	M06	         467	
LAUCN281430000000005          	2010	M06	        4257	
LAUCN281430000000005          	2011	M06	        4336	
LAUCN281430000000005          	2012	M06	        4256	
LAUCN281430000000005          	2013	M06	        4154	
LAUCN281430000000005          	2014	M06	        4180	
LAUCN281430000000005          	2015	M06	        4208	
LAUCN281430000000006          	2010	M06	        4926	
LAUCN281430000000006          	2011	M06	        5137	
LAUCN281430000000006          	2012	M06	        4908	
LAUCN281430000000006          	2013	M06	        4799	
LAUCN281430000000006          	2014	M06	        4827	
LAUCN281430000000006          	2015	M06	        4675	
LAUCN281450000000003          	2010	M06	        10.2	
LAUCN281450000000003          	2011	M06	        10.4	
LAUCN281450000000003          	2012	M06	         8.7	
LAUCN281450000000003          	2013	M06	         7.5	
LAUCN281450000000003          	2014	M06	         6.7	
LAUCN281450000000003          	2015	M06	         5.6	
LAUCN281450000000004          	2010	M06	        1251	
LAUCN281450000000004          	2011	M06	        1424	
LAUCN281450000000004          	2012	M06	        1193	
LAUCN281450000000004          	2013	M06	         998	
LAUCN281450000000004          	2014	M06	         880	
LAUCN281450000000004          	2015	M06	         754	
LAUCN281450000000005          	2010	M06	       11064	
LAUCN281450000000005          	2011	M06	       12237	
LAUCN281450000000005          	2012	M06	       12558	
LAUCN281450000000005          	2013	M06	       12390	
LAUCN281450000000005          	2014	M06	       12175	
LAUCN281450000000005          	2015	M06	       12644	
LAUCN281450000000006          	2010	M06	       12315	
LAUCN281450000000006          	2011	M06	       13661	
LAUCN281450000000006          	2012	M06	       13751	
LAUCN281450000000006          	2013	M06	       13388	
LAUCN281450000000006          	2014	M06	       13055	
LAUCN281450000000006          	2015	M06	       13398	
LAUCN281470000000003          	2010	M06	        13.3	
LAUCN281470000000003          	2011	M06	        13.3	
LAUCN281470000000003          	2012	M06	        12.2	
LAUCN281470000000003          	2013	M06	        12.1	
LAUCN281470000000003          	2014	M06	        10.7	
LAUCN281470000000003          	2015	M06	         9.7	
LAUCN281470000000004          	2010	M06	         791	
LAUCN281470000000004          	2011	M06	         796	
LAUCN281470000000004          	2012	M06	         696	
LAUCN281470000000004          	2013	M06	         651	
LAUCN281470000000004          	2014	M06	         558	
LAUCN281470000000004          	2015	M06	         510	
LAUCN281470000000005          	2010	M06	        5162	
LAUCN281470000000005          	2011	M06	        5181	
LAUCN281470000000005          	2012	M06	        5028	
LAUCN281470000000005          	2013	M06	        4741	
LAUCN281470000000005          	2014	M06	        4676	
LAUCN281470000000005          	2015	M06	        4766	
LAUCN281470000000006          	2010	M06	        5953	
LAUCN281470000000006          	2011	M06	        5977	
LAUCN281470000000006          	2012	M06	        5724	
LAUCN281470000000006          	2013	M06	        5392	
LAUCN281470000000006          	2014	M06	        5234	
LAUCN281470000000006          	2015	M06	        5276	
LAUCN281490000000003          	2010	M06	        10.6	
LAUCN281490000000003          	2011	M06	        11.2	
LAUCN281490000000003          	2012	M06	        10.0	
LAUCN281490000000003          	2013	M06	        10.0	
LAUCN281490000000003          	2014	M06	         8.6	
LAUCN281490000000003          	2015	M06	         7.3	
LAUCN281490000000004          	2010	M06	        2493	
LAUCN281490000000004          	2011	M06	        2643	
LAUCN281490000000004          	2012	M06	        2332	
LAUCN281490000000004          	2013	M06	        2185	
LAUCN281490000000004          	2014	M06	        1804	
LAUCN281490000000004          	2015	M06	        1558	
LAUCN281490000000005          	2010	M06	       20945	
LAUCN281490000000005          	2011	M06	       20928	
LAUCN281490000000005          	2012	M06	       20882	
LAUCN281490000000005          	2013	M06	       19662	
LAUCN281490000000005          	2014	M06	       19295	
LAUCN281490000000005          	2015	M06	       19687	
LAUCN281490000000006          	2010	M06	       23438	
LAUCN281490000000006          	2011	M06	       23571	
LAUCN281490000000006          	2012	M06	       23214	
LAUCN281490000000006          	2013	M06	       21847	
LAUCN281490000000006          	2014	M06	       21099	
LAUCN281490000000006          	2015	M06	       21245	
LAUCN281510000000003          	2010	M06	        16.6	
LAUCN281510000000003          	2011	M06	        17.3	
LAUCN281510000000003          	2012	M06	        15.9	
LAUCN281510000000003          	2013	M06	        16.3	
LAUCN281510000000003          	2014	M06	        13.1	
LAUCN281510000000003          	2015	M06	        11.5	
LAUCN281510000000004          	2010	M06	        3496	
LAUCN281510000000004          	2011	M06	        3792	
LAUCN281510000000004          	2012	M06	        3225	
LAUCN281510000000004          	2013	M06	        3162	
LAUCN281510000000004          	2014	M06	        2426	
LAUCN281510000000004          	2015	M06	        2124	
LAUCN281510000000005          	2010	M06	       17600	
LAUCN281510000000005          	2011	M06	       18065	
LAUCN281510000000005          	2012	M06	       17083	
LAUCN281510000000005          	2013	M06	       16254	
LAUCN281510000000005          	2014	M06	       16057	
LAUCN281510000000005          	2015	M06	       16396	
LAUCN281510000000006          	2010	M06	       21096	
LAUCN281510000000006          	2011	M06	       21857	
LAUCN281510000000006          	2012	M06	       20308	
LAUCN281510000000006          	2013	M06	       19416	
LAUCN281510000000006          	2014	M06	       18483	
LAUCN281510000000006          	2015	M06	       18520	
LAUCN281530000000003          	2010	M06	        13.0	
LAUCN281530000000003          	2011	M06	        12.8	
LAUCN281530000000003          	2012	M06	        12.3	
LAUCN281530000000003          	2013	M06	        12.0	
LAUCN281530000000003          	2014	M06	        10.1	
LAUCN281530000000003          	2015	M06	         9.3	
LAUCN281530000000004          	2010	M06	        1090	
LAUCN281530000000004          	2011	M06	        1126	
LAUCN281530000000004          	2012	M06	        1054	
LAUCN281530000000004          	2013	M06	         947	
LAUCN281530000000004          	2014	M06	         778	
LAUCN281530000000004          	2015	M06	         726	
LAUCN281530000000005          	2010	M06	        7326	
LAUCN281530000000005          	2011	M06	        7679	
LAUCN281530000000005          	2012	M06	        7485	
LAUCN281530000000005          	2013	M06	        6923	
LAUCN281530000000005          	2014	M06	        6951	
LAUCN281530000000005          	2015	M06	        7053	
LAUCN281530000000006          	2010	M06	        8416	
LAUCN281530000000006          	2011	M06	        8805	
LAUCN281530000000006          	2012	M06	        8539	
LAUCN281530000000006          	2013	M06	        7870	
LAUCN281530000000006          	2014	M06	        7729	
LAUCN281530000000006          	2015	M06	        7779	
LAUCN281550000000003          	2010	M06	        11.6	
LAUCN281550000000003          	2011	M06	        11.5	
LAUCN281550000000003          	2012	M06	        10.3	
LAUCN281550000000003          	2013	M06	        10.8	
LAUCN281550000000003          	2014	M06	         9.5	
LAUCN281550000000003          	2015	M06	         8.5	
LAUCN281550000000004          	2010	M06	         489	
LAUCN281550000000004          	2011	M06	         497	
LAUCN281550000000004          	2012	M06	         423	
LAUCN281550000000004          	2013	M06	         427	
LAUCN281550000000004          	2014	M06	         367	
LAUCN281550000000004          	2015	M06	         335	
LAUCN281550000000005          	2010	M06	        3736	
LAUCN281550000000005          	2011	M06	        3820	
LAUCN281550000000005          	2012	M06	        3682	
LAUCN281550000000005          	2013	M06	        3519	
LAUCN281550000000005          	2014	M06	        3504	
LAUCN281550000000005          	2015	M06	        3609	
LAUCN281550000000006          	2010	M06	        4225	
LAUCN281550000000006          	2011	M06	        4317	
LAUCN281550000000006          	2012	M06	        4105	
LAUCN281550000000006          	2013	M06	        3946	
LAUCN281550000000006          	2014	M06	        3871	
LAUCN281550000000006          	2015	M06	        3944	
LAUCN281570000000003          	2010	M06	        14.1	
LAUCN281570000000003          	2011	M06	        15.0	
LAUCN281570000000003          	2012	M06	        14.0	
LAUCN281570000000003          	2013	M06	        14.2	
LAUCN281570000000003          	2014	M06	        12.9	
LAUCN281570000000003          	2015	M06	        12.7	
LAUCN281570000000004          	2010	M06	         489	
LAUCN281570000000004          	2011	M06	         532	
LAUCN281570000000004          	2012	M06	         466	
LAUCN281570000000004          	2013	M06	         425	
LAUCN281570000000004          	2014	M06	         370	
LAUCN281570000000004          	2015	M06	         383	
LAUCN281570000000005          	2010	M06	        2972	
LAUCN281570000000005          	2011	M06	        3025	
LAUCN281570000000005          	2012	M06	        2859	
LAUCN281570000000005          	2013	M06	        2562	
LAUCN281570000000005          	2014	M06	        2499	
LAUCN281570000000005          	2015	M06	        2643	
LAUCN281570000000006          	2010	M06	        3461	
LAUCN281570000000006          	2011	M06	        3557	
LAUCN281570000000006          	2012	M06	        3325	
LAUCN281570000000006          	2013	M06	        2987	
LAUCN281570000000006          	2014	M06	        2869	
LAUCN281570000000006          	2015	M06	        3026	
LAUCN281590000000003          	2010	M06	        17.7	
LAUCN281590000000003          	2011	M06	        14.2	
LAUCN281590000000003          	2012	M06	        12.0	
LAUCN281590000000003          	2013	M06	        12.2	
LAUCN281590000000003          	2014	M06	        11.3	
LAUCN281590000000003          	2015	M06	         9.3	
LAUCN281590000000004          	2010	M06	        1388	
LAUCN281590000000004          	2011	M06	        1153	
LAUCN281590000000004          	2012	M06	         946	
LAUCN281590000000004          	2013	M06	         900	
LAUCN281590000000004          	2014	M06	         820	
LAUCN281590000000004          	2015	M06	         672	
LAUCN281590000000005          	2010	M06	        6472	
LAUCN281590000000005          	2011	M06	        6963	
LAUCN281590000000005          	2012	M06	        6906	
LAUCN281590000000005          	2013	M06	        6489	
LAUCN281590000000005          	2014	M06	        6419	
LAUCN281590000000005          	2015	M06	        6571	
LAUCN281590000000006          	2010	M06	        7860	
LAUCN281590000000006          	2011	M06	        8116	
LAUCN281590000000006          	2012	M06	        7852	
LAUCN281590000000006          	2013	M06	        7389	
LAUCN281590000000006          	2014	M06	        7239	
LAUCN281590000000006          	2015	M06	        7243	
LAUCN281610000000003          	2010	M06	        13.5	
LAUCN281610000000003          	2011	M06	        13.1	
LAUCN281610000000003          	2012	M06	        10.8	
LAUCN281610000000003          	2013	M06	        10.7	
LAUCN281610000000003          	2014	M06	        10.3	
LAUCN281610000000003          	2015	M06	         7.9	
LAUCN281610000000004          	2010	M06	         704	
LAUCN281610000000004          	2011	M06	         683	
LAUCN281610000000004          	2012	M06	         592	
LAUCN281610000000004          	2013	M06	         546	
LAUCN281610000000004          	2014	M06	         504	
LAUCN281610000000004          	2015	M06	         401	
LAUCN281610000000005          	2010	M06	        4528	
LAUCN281610000000005          	2011	M06	        4517	
LAUCN281610000000005          	2012	M06	        4871	
LAUCN281610000000005          	2013	M06	        4551	
LAUCN281610000000005          	2014	M06	        4402	
LAUCN281610000000005          	2015	M06	        4658	
LAUCN281610000000006          	2010	M06	        5232	
LAUCN281610000000006          	2011	M06	        5200	
LAUCN281610000000006          	2012	M06	        5463	
LAUCN281610000000006          	2013	M06	        5097	
LAUCN281610000000006          	2014	M06	        4906	
LAUCN281610000000006          	2015	M06	        5059	
LAUCN281630000000003          	2010	M06	        13.3	
LAUCN281630000000003          	2011	M06	        14.0	
LAUCN281630000000003          	2012	M06	        12.5	
LAUCN281630000000003          	2013	M06	        12.3	
LAUCN281630000000003          	2014	M06	        11.2	
LAUCN281630000000003          	2015	M06	         9.4	
LAUCN281630000000004          	2010	M06	        1321	
LAUCN281630000000004          	2011	M06	        1443	
LAUCN281630000000004          	2012	M06	        1248	
LAUCN281630000000004          	2013	M06	        1179	
LAUCN281630000000004          	2014	M06	        1051	
LAUCN281630000000004          	2015	M06	         881	
LAUCN281630000000005          	2010	M06	        8606	
LAUCN281630000000005          	2011	M06	        8890	
LAUCN281630000000005          	2012	M06	        8726	
LAUCN281630000000005          	2013	M06	        8376	
LAUCN281630000000005          	2014	M06	        8316	
LAUCN281630000000005          	2015	M06	        8491	
LAUCN281630000000006          	2010	M06	        9927	
LAUCN281630000000006          	2011	M06	       10333	
LAUCN281630000000006          	2012	M06	        9974	
LAUCN281630000000006          	2013	M06	        9555	
LAUCN281630000000006          	2014	M06	        9367	
LAUCN281630000000006          	2015	M06	        9372	
LAUCT280622000000003          	2010	M06	         8.8	
LAUCT280622000000003          	2011	M06	         9.3	
LAUCT280622000000003          	2012	M06	         8.6	
LAUCT280622000000003          	2013	M06	         7.8	
LAUCT280622000000003          	2014	M06	         7.0	
LAUCT280622000000003          	2015	M06	         6.5	
LAUCT280622000000004          	2010	M06	        1931	
LAUCT280622000000004          	2011	M06	        2023	
LAUCT280622000000004          	2012	M06	        1839	
LAUCT280622000000004          	2013	M06	        1587	
LAUCT280622000000004          	2014	M06	        1380	
LAUCT280622000000004          	2015	M06	        1303	
LAUCT280622000000005          	2010	M06	       19917	
LAUCT280622000000005          	2011	M06	       19698	
LAUCT280622000000005          	2012	M06	       19427	
LAUCT280622000000005          	2013	M06	       18850	
LAUCT280622000000005          	2014	M06	       18440	
LAUCT280622000000005          	2015	M06	       18712	
LAUCT280622000000006          	2010	M06	       21848	
LAUCT280622000000006          	2011	M06	       21721	
LAUCT280622000000006          	2012	M06	       21266	
LAUCT280622000000006          	2013	M06	       20437	
LAUCT280622000000006          	2014	M06	       19820	
LAUCT280622000000006          	2015	M06	       20015	
LAUCT281442000000003          	2010	M06	         7.1	
LAUCT281442000000003          	2011	M06	         7.1	
LAUCT281442000000003          	2012	M06	         6.9	
LAUCT281442000000003          	2013	M06	         6.6	
LAUCT281442000000003          	2014	M06	         6.0	
LAUCT281442000000003          	2015	M06	         5.1	
LAUCT281442000000004          	2010	M06	         957	
LAUCT281442000000004          	2011	M06	        1001	
LAUCT281442000000004          	2012	M06	         950	
LAUCT281442000000004          	2013	M06	         868	
LAUCT281442000000004          	2014	M06	         778	
LAUCT281442000000004          	2015	M06	         667	
LAUCT281442000000005          	2010	M06	       12449	
LAUCT281442000000005          	2011	M06	       13031	
LAUCT281442000000005          	2012	M06	       12776	
LAUCT281442000000005          	2013	M06	       12326	
LAUCT281442000000005          	2014	M06	       12238	
LAUCT281442000000005          	2015	M06	       12521	
LAUCT281442000000006          	2010	M06	       13406	
LAUCT281442000000006          	2011	M06	       14032	
LAUCT281442000000006          	2012	M06	       13726	
LAUCT281442000000006          	2013	M06	       13194	
LAUCT281442000000006          	2014	M06	       13016	
LAUCT281442000000006          	2015	M06	       13188	
LAUCT281538000000003          	2010	M06	        14.2	
LAUCT281538000000003          	2011	M06	        13.0	
LAUCT281538000000003          	2012	M06	        11.6	
LAUCT281538000000003          	2013	M06	        11.4	
LAUCT281538000000003          	2014	M06	        12.0	
LAUCT281538000000003          	2015	M06	         9.0	
LAUCT281538000000004          	2010	M06	        1434	
LAUCT281538000000004          	2011	M06	        1376	
LAUCT281538000000004          	2012	M06	        1235	
LAUCT281538000000004          	2013	M06	        1206	
LAUCT281538000000004          	2014	M06	        1155	
LAUCT281538000000004          	2015	M06	         857	
LAUCT281538000000005          	2010	M06	        8669	
LAUCT281538000000005          	2011	M06	        9242	
LAUCT281538000000005          	2012	M06	        9435	
LAUCT281538000000005          	2013	M06	        9353	
LAUCT281538000000005          	2014	M06	        8484	
LAUCT281538000000005          	2015	M06	        8631	
LAUCT281538000000006          	2010	M06	       10103	
LAUCT281538000000006          	2011	M06	       10618	
LAUCT281538000000006          	2012	M06	       10670	
LAUCT281538000000006          	2013	M06	       10559	
LAUCT281538000000006          	2014	M06	        9639	
LAUCT281538000000006          	2015	M06	        9488	
LAUCT282918000000003          	2010	M06	        15.6	
LAUCT282918000000003          	2011	M06	        16.5	
LAUCT282918000000003          	2012	M06	        15.2	
LAUCT282918000000003          	2013	M06	        15.5	
LAUCT282918000000003          	2014	M06	        12.4	
LAUCT282918000000003          	2015	M06	        11.2	
LAUCT282918000000004          	2010	M06	        2220	
LAUCT282918000000004          	2011	M06	        2423	
LAUCT282918000000004          	2012	M06	        2071	
LAUCT282918000000004          	2013	M06	        2021	
LAUCT282918000000004          	2014	M06	        1539	
LAUCT282918000000004          	2015	M06	        1402	
LAUCT282918000000005          	2010	M06	       11982	
LAUCT282918000000005          	2011	M06	       12294	
LAUCT282918000000005          	2012	M06	       11569	
LAUCT282918000000005          	2013	M06	       10992	
LAUCT282918000000005          	2014	M06	       10855	
LAUCT282918000000005          	2015	M06	       11086	
LAUCT282918000000006          	2010	M06	       14202	
LAUCT282918000000006          	2011	M06	       14717	
LAUCT282918000000006          	2012	M06	       13640	
LAUCT282918000000006          	2013	M06	       13013	
LAUCT282918000000006          	2014	M06	       12394	
LAUCT282918000000006          	2015	M06	       12488	
LAUCT282970000000003          	2010	M06	         9.4	
LAUCT282970000000003          	2011	M06	        10.6	
LAUCT282970000000003          	2012	M06	         9.7	
LAUCT282970000000003          	2013	M06	         9.6	
LAUCT282970000000003          	2014	M06	         8.4	
LAUCT282970000000003          	2015	M06	         7.6	
LAUCT282970000000004          	2010	M06	        2985	
LAUCT282970000000004          	2011	M06	        3435	
LAUCT282970000000004          	2012	M06	        3095	
LAUCT282970000000004          	2013	M06	        2999	
LAUCT282970000000004          	2014	M06	        2531	
LAUCT282970000000004          	2015	M06	        2291	
LAUCT282970000000005          	2010	M06	       28892	
LAUCT282970000000005          	2011	M06	       28877	
LAUCT282970000000005          	2012	M06	       28752	
LAUCT282970000000005          	2013	M06	       28123	
LAUCT282970000000005          	2014	M06	       27696	
LAUCT282970000000005          	2015	M06	       27744	
LAUCT282970000000006          	2010	M06	       31877	
LAUCT282970000000006          	2011	M06	       32312	
LAUCT282970000000006          	2012	M06	       31847	
LAUCT282970000000006          	2013	M06	       31122	
LAUCT282970000000006          	2014	M06	       30227	
LAUCT282970000000006          	2015	M06	       30035	
LAUCT283102000000003          	2010	M06	        10.9	
LAUCT283102000000003          	2011	M06	        12.3	
LAUCT283102000000003          	2012	M06	        10.7	
LAUCT283102000000003          	2013	M06	        10.3	
LAUCT283102000000003          	2014	M06	         8.8	
LAUCT283102000000003          	2015	M06	         7.4	
LAUCT283102000000004          	2010	M06	        2447	
LAUCT283102000000004          	2011	M06	        2829	
LAUCT283102000000004          	2012	M06	        2449	
LAUCT283102000000004          	2013	M06	        2275	
LAUCT283102000000004          	2014	M06	        1867	
LAUCT283102000000004          	2015	M06	        1606	
LAUCT283102000000005          	2010	M06	       19952	
LAUCT283102000000005          	2011	M06	       20184	
LAUCT283102000000005          	2012	M06	       20334	
LAUCT283102000000005          	2013	M06	       19783	
LAUCT283102000000005          	2014	M06	       19415	
LAUCT283102000000005          	2015	M06	       19952	
LAUCT283102000000006          	2010	M06	       22399	
LAUCT283102000000006          	2011	M06	       23013	
LAUCT283102000000006          	2012	M06	       22783	
LAUCT283102000000006          	2013	M06	       22058	
LAUCT283102000000006          	2014	M06	       21282	
LAUCT283102000000006          	2015	M06	       21558	
LAUCT283370000000003          	2010	M06	         9.2	
LAUCT283370000000003          	2011	M06	         9.8	
LAUCT283370000000003          	2012	M06	         9.0	
LAUCT283370000000003          	2013	M06	         8.8	
LAUCT283370000000003          	2014	M06	         8.3	
LAUCT283370000000003          	2015	M06	         6.8	
LAUCT283370000000004          	2010	M06	        1152	
LAUCT283370000000004          	2011	M06	        1278	
LAUCT283370000000004          	2012	M06	        1175	
LAUCT283370000000004          	2013	M06	        1120	
LAUCT283370000000004          	2014	M06	        1045	
LAUCT283370000000004          	2015	M06	         860	
LAUCT283370000000005          	2010	M06	       11380	
LAUCT283370000000005          	2011	M06	       11782	
LAUCT283370000000005          	2012	M06	       11853	
LAUCT283370000000005          	2013	M06	       11552	
LAUCT283370000000005          	2014	M06	       11500	
LAUCT283370000000005          	2015	M06	       11854	
LAUCT283370000000006          	2010	M06	       12532	
LAUCT283370000000006          	2011	M06	       13060	
LAUCT283370000000006          	2012	M06	       13028	
LAUCT283370000000006          	2013	M06	       12672	
LAUCT283370000000006          	2014	M06	       12545	
LAUCT283370000000006          	2015	M06	       12714	
LAUCT283600000000003          	2010	M06	        10.9	
LAUCT283600000000003          	2011	M06	        11.1	
LAUCT283600000000003          	2012	M06	        10.4	
LAUCT283600000000003          	2013	M06	        10.1	
LAUCT283600000000003          	2014	M06	         8.6	
LAUCT283600000000003          	2015	M06	         7.3	
LAUCT283600000000004          	2010	M06	        8679	
LAUCT283600000000004          	2011	M06	        9286	
LAUCT283600000000004          	2012	M06	        8445	
LAUCT283600000000004          	2013	M06	        7831	
LAUCT283600000000004          	2014	M06	        6492	
LAUCT283600000000004          	2015	M06	        5533	
LAUCT283600000000005          	2010	M06	       71262	
LAUCT283600000000005          	2011	M06	       74093	
LAUCT283600000000005          	2012	M06	       72968	
LAUCT283600000000005          	2013	M06	       70043	
LAUCT283600000000005          	2014	M06	       68660	
LAUCT283600000000005          	2015	M06	       70484	
LAUCT283600000000006          	2010	M06	       79941	
LAUCT283600000000006          	2011	M06	       83379	
LAUCT283600000000006          	2012	M06	       81413	
LAUCT283600000000006          	2013	M06	       77874	
LAUCT283600000000006          	2014	M06	       75152	
LAUCT283600000000006          	2015	M06	       76017	
LAUCT284452000000003          	2010	M06	         5.9	
LAUCT284452000000003          	2011	M06	         6.1	
LAUCT284452000000003          	2012	M06	         5.6	
LAUCT284452000000003          	2013	M06	         5.2	
LAUCT284452000000003          	2014	M06	         4.7	
LAUCT284452000000003          	2015	M06	         4.2	
LAUCT284452000000004          	2010	M06	         744	
LAUCT284452000000004          	2011	M06	         805	
LAUCT284452000000004          	2012	M06	         729	
LAUCT284452000000004          	2013	M06	         668	
LAUCT284452000000004          	2014	M06	         602	
LAUCT284452000000004          	2015	M06	         560	
LAUCT284452000000005          	2010	M06	       11904	
LAUCT284452000000005          	2011	M06	       12423	
LAUCT284452000000005          	2012	M06	       12390	
LAUCT284452000000005          	2013	M06	       12264	
LAUCT284452000000005          	2014	M06	       12188	
LAUCT284452000000005          	2015	M06	       12721	
LAUCT284452000000006          	2010	M06	       12648	
LAUCT284452000000006          	2011	M06	       13228	
LAUCT284452000000006          	2012	M06	       13119	
LAUCT284452000000006          	2013	M06	       12932	
LAUCT284452000000006          	2014	M06	       12790	
LAUCT284452000000006          	2015	M06	       13281	
LAUCT284664000000003          	2010	M06	        12.1	
